,title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
160,Rascal Does Not Dream of Bunny Girl Senpai,TV Show,2021-08-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,529.884540904652,8.0
161,The Creative Indians,TV Show,2021-08-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.3
162,The Piano,Movie,2021-08-15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.5
163,Unroyal,Movie,2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.2
164,Winx Club,TV Show,2021-08-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.3
165,Beckett,Movie,2021-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.7
166,Brand New Cherry Flavor,TV Show,2021-08-13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,529.884540904652,7.1
167,Fast & Furious Spy Racers,TV Show,2021-08-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.9
168,Gone for Good,TV Show,2021-08-13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
169,Grace and Frankie,TV Show,2021-08-13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.2
170,The Kingdom,TV Show,2021-08-13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.2
171,Bake Squad,TV Show,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,529.884540904652,6.9
172,Misha and the Wolves,Movie,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.7
173,The Kissing Booth 3,Movie,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,4.8
174,The Railway Man,Movie,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.1
175,Gabby's Dollhouse,TV Show,2021-08-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.2
176,Quartet,Movie,2021-08-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.8
177,Slay,Movie,2021-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,3.5
178,The Paper Tigers,Movie,2021-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
179,Hit & Run,TV Show,2021-08-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,529.884540904652,7.0
180,Quam's Money,Movie,2021-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,4.4
181,The Swarm,Movie,2021-08-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
182,Chennai Express,Movie,2021-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.1
183,Lady Boss: The Jackie Collins Story,Movie,2021-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.9
184,'76,Movie,2021-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.5
185,Aftermath,Movie,2021-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
186,Car Masters: Rust to Riches,TV Show,2021-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,529.884540904652,8.3
187,Cocaine Cowboys: The Kings of Miami,TV Show,2021-08-04,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.1
188,Control Z,TV Show,2021-08-04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.8
189,Heavy,Movie,2021-08-03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.7
190,Pray Away,Movie,2021-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,529.884540904652,6.5
191,Top Secret UFO Projects: Declassified,TV Show,2021-08-03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.6
192,30 Rock,TV Show,2021-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.3
193,Beethoven,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.7
194,Beethoven's 2nd,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.0
195,Beowulf,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
196,Catch Me If You Can,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.1
197,Deep Blue Sea,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.9
198,Ferris Bueller's Day Off,Movie,2021-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.8
199,Five Feet Apart,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.2
200,Freedomland,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,5.2
201,Friday Night Lights,TV Show,2021-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,529.884540904652,8.7
202,Good Luck Chuck,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.6
203,Inception,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,8.8
204,Magnolia,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.0
205,Major Payne,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
206,My Girl,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.9
207,My Girl 2,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
208,Pineapple Express,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.9
209,Poms,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.1
210,Seabiscuit,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,529.884540904652,7.3
211,Space Cowboys,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.5
212,Team America: World Police,Movie,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.2
213,The Edge of Seventeen,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.3
214,The Haunting in Connecticut 2: Ghosts of Georgia,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
215,The Last Boy Scout,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.0
216,The Lincoln Lawyer,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,7.3
217,The Losers,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.2
218,The Machinist,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,529.884540904652,7.6
219,The Net,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,6.0
220,The Original Kings of Comedy,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.8
221,Valentine's Day,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.7
222,Charmed,TV Show,2021-07-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,7.2
223,The Lost Café,Movie,2021-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
224,The Vault,Movie,2021-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,6.4
225,Centaurworld,TV Show,2021-07-30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
226,Eyes of a Thief,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.5
227,Glow Up,TV Show,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,3.1
228,I'm Glad I Did,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.3
229,Khawatir,TV Show,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,9.2
230,Outer Banks,TV Show,2021-07-30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,7.5
231,Pomegranates and Myrrh,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
232,The Last Mercenary,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.3
233,Flower Girl,Movie,2021-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.8
234,Bartkowiak,Movie,2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.1
235,Fantastic Fungi,Movie,2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.4
236,Tattoo Redo,TV Show,2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,5.9
237,All American,TV Show,2021-07-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,7.6
238,Department,Movie,2021-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,3.1
239,Hostage House,Movie,2021-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,3.9
240,How to Sell Drugs Online (Fast),TV Show,2021-07-27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.8
241,Mighty Express,TV Show,2021-07-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,3.8
242,The Operative,Movie,2021-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,5.8
243,The Walking Dead,TV Show,2021-07-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.1
244,Wynonna Earp,TV Show,2021-07-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.4
245,Django Unchained,Movie,2021-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.5
246,African America,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.8
247,Bankrolled,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,4.2
248,Blood Red Sky,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
249,Feels Like Ishq,TV Show,2021-07-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,6.5
250,Kingdom: Ashin of the North,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,7.0
251,Masters of the Universe: Revelation,TV Show,2021-07-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,5.6
252,Sky Rojo,TV Show,2021-07-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.6
253,Chhota Bheem & Krishna: Pataliputra- City of the Dead,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,9.1
254,Chhota Bheem in African Safari,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.6
255,Chhota Bheem: Bheem vs Aliens,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528.6090451195126,7.8
256,Chhota Bheem: Journey to Petra,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.7
257,Chicago Med,TV Show,2021-07-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.6
258,Words Bubble Up Like Soda Pop,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
259,Sanitation Day,Movie,2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,4.1
260,Sexy Beasts,TV Show,2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,7.6
261,Too Hot to Handle: Brazil,TV Show,2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,528.6090451195126,5.4
262,Milkwater,Movie,2021-07-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.2
263,Touch Your Heart,TV Show,2021-07-20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.6
264,The Tambour of Retribution,Movie,2021-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
265,Cosmic Sin,Movie,2021-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,2.5
266,2 Weeks in Lagos,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.0
267,Explained,TV Show,2021-07-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,528.6090451195126,8.0
268,Johnny Test,TV Show,2021-07-16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.2
269,Naomi Osaka,TV Show,2021-07-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
270,The Beguiled,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,528.6090451195126,6.3
271,The Book of Henry,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.6
272,The Twilight Saga: Eclipse,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.1
273,The Twilight Saga: New Moon,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,4.8
274,Twilight,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.3
275,A Perfect Fit,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.4
276,Emicida: AmarElo - Live in São Paulo,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,528.6090451195126,8.0
277,Lift Like a Girl,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528.6090451195126,7.7
278,Never Have I Ever,TV Show,2021-07-15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,7.8
279,The Unknown Saint,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.5
280,This Changes Everything,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
281,Gunpowder Milkshake,Movie,2021-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
282,Heist,TV Show,2021-07-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.0
283,Private Network: Who Killed Manuel Buendía?,Movie,2021-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
284,The Guide to the Perfect Family,Movie,2021-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.4
285,American Woman,Movie,2021-07-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.1
286,Ridley Jones,TV Show,2021-07-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,2.1
287,Born to Play,Movie,2021-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528.6090451195126,7.1
288,American Ultra,Movie,2021-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
289,Atypical,TV Show,2021-07-09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,8.2
290,Biohackers,TV Show,2021-07-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,6.8
291,How to Become a Tyrant,TV Show,2021-07-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.4
292,Last Summer,Movie,2021-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.9
293,Lethal Love,Movie,2021-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,4.4
294,The Cook of Castamar,TV Show,2021-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.4
295,Virgin River,TV Show,2021-07-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.4
296,Back to Q82,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,4.3
297,Home Again,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.8
298,Midnight Sun,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.6
299,Rock the Kasbah,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,528.6090451195126,5.5
300,Awon Boyz,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.6
301,Brick Mansions,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.6
302,Cat People,TV Show,2021-07-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.5
303,Clash,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.0
304,Dogs,TV Show,2021-07-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.5
305,Major Grom: Plague Doctor,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
306,Mama Drama,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.3
307,The War Next-door,TV Show,2021-07-07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.7
308,Three Thieves,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
309,Ask the StoryBots,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.5
310,Between,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,528.6090451195126,5.9
311,Chelsea,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
312,Code Lyoko,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.3
313,Colony,TV Show,2021-07-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,6.5
314,Cuckoo,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.3
315,Good Morning Call,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.4
316,Har Kisse Ke Hisse: Kaamyaab,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.8
317,I Think You Should Leave with Tim Robinson,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.0
318,Kim's Convenience,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.2
319,Marcella,TV Show,2021-07-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
320,Midnight Diner: Tokyo Stories,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.4
321,My Little Pony: Friendship Is Magic,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
322,Orange Is the New Black,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.0
323,Richie Rich,TV Show,2021-07-06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.7
324,Scream,TV Show,2021-07-06,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,528.6090451195126,6.3
325,Si Doel the Movie 2,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
326,Some Assembly Required,TV Show,2021-07-06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.1
327,Terrace House: Opening New Doors,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,7.8
328,The A List,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.5
329,The New Legends of Monkey,TV Show,2021-07-06,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,6.5
330,The Worst Witch,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.2
331,Truckbhar Swapna,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
332,Ujala,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.7
