title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
Brand New Cherry Flavor,TV Show,2021-08-13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,529.884540904652,7.1
Fast & Furious Spy Racers,TV Show,2021-08-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.9
Gone for Good,TV Show,2021-08-13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
Grace and Frankie,TV Show,2021-08-13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.2
The Kingdom,TV Show,2021-08-13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.2
Bake Squad,TV Show,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,529.884540904652,6.9
Misha and the Wolves,Movie,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.7
The Kissing Booth 3,Movie,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,4.8
The Railway Man,Movie,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.1
Gabby's Dollhouse,TV Show,2021-08-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.2
Quartet,Movie,2021-08-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.8
Slay,Movie,2021-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,3.5
The Paper Tigers,Movie,2021-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
Hit & Run,TV Show,2021-08-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,529.884540904652,7.0
Quam's Money,Movie,2021-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,4.4
The Swarm,Movie,2021-08-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
Chennai Express,Movie,2021-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.1
Lady Boss: The Jackie Collins Story,Movie,2021-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.9
'76,Movie,2021-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.5
Aftermath,Movie,2021-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
Car Masters: Rust to Riches,TV Show,2021-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,529.884540904652,8.3
Cocaine Cowboys: The Kings of Miami,TV Show,2021-08-04,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.1
Control Z,TV Show,2021-08-04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.8
Heavy,Movie,2021-08-03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.7
Pray Away,Movie,2021-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,529.884540904652,6.5
Top Secret UFO Projects: Declassified,TV Show,2021-08-03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.6
30 Rock,TV Show,2021-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.3
Beethoven,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.7
Beethoven's 2nd,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.0
Beowulf,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
Catch Me If You Can,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.1
Deep Blue Sea,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.9
Ferris Bueller's Day Off,Movie,2021-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.8
Five Feet Apart,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.2
Freedomland,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,5.2
Friday Night Lights,TV Show,2021-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,529.884540904652,8.7
Good Luck Chuck,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.6
Inception,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,8.8
Magnolia,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,529.884540904652,8.0
Major Payne,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.3
My Girl,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.9
My Girl 2,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
Pineapple Express,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.9
Poms,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.1
Seabiscuit,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,529.884540904652,7.3
Space Cowboys,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.5
Team America: World Police,Movie,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.2
The Edge of Seventeen,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.3
The Haunting in Connecticut 2: Ghosts of Georgia,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.3
The Last Boy Scout,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,7.0
The Lincoln Lawyer,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,7.3
The Losers,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.2
The Machinist,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,529.884540904652,7.6
The Net,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,529.884540904652,6.0
The Original Kings of Comedy,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,6.8
Valentine's Day,Movie,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.884540904652,5.7
Charmed,TV Show,2021-07-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,7.2
The Lost Café,Movie,2021-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
The Vault,Movie,2021-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,6.4
Centaurworld,TV Show,2021-07-30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
Eyes of a Thief,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.5
Glow Up,TV Show,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,3.1
I'm Glad I Did,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.3
Khawatir,TV Show,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,9.2
Outer Banks,TV Show,2021-07-30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,7.5
Pomegranates and Myrrh,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
The Last Mercenary,Movie,2021-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.3
Flower Girl,Movie,2021-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.8
Bartkowiak,Movie,2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.1
Fantastic Fungi,Movie,2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.4
Tattoo Redo,TV Show,2021-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,5.9
All American,TV Show,2021-07-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,7.6
Department,Movie,2021-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,3.1
Hostage House,Movie,2021-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,3.9
How to Sell Drugs Online (Fast),TV Show,2021-07-27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.8
Mighty Express,TV Show,2021-07-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,3.8
The Operative,Movie,2021-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,5.8
The Walking Dead,TV Show,2021-07-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.1
Wynonna Earp,TV Show,2021-07-26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.4
Django Unchained,Movie,2021-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.5
African America,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.8
Bankrolled,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,4.2
Blood Red Sky,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
Feels Like Ishq,TV Show,2021-07-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,6.5
Kingdom: Ashin of the North,Movie,2021-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,7.0
Masters of the Universe: Revelation,TV Show,2021-07-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,5.6
Sky Rojo,TV Show,2021-07-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.6
Chhota Bheem & Krishna: Pataliputra- City of the Dead,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,9.1
Chhota Bheem in African Safari,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.6
Chhota Bheem: Bheem vs Aliens,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528.6090451195126,7.8
Chhota Bheem: Journey to Petra,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.7
Chicago Med,TV Show,2021-07-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.6
Words Bubble Up Like Soda Pop,Movie,2021-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
Sanitation Day,Movie,2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,4.1
Sexy Beasts,TV Show,2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,7.6
Too Hot to Handle: Brazil,TV Show,2021-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,528.6090451195126,5.4
Milkwater,Movie,2021-07-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.2
Touch Your Heart,TV Show,2021-07-20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.6
The Tambour of Retribution,Movie,2021-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
Cosmic Sin,Movie,2021-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,2.5
2 Weeks in Lagos,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.0
Explained,TV Show,2021-07-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,528.6090451195126,8.0
Johnny Test,TV Show,2021-07-16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.2
Naomi Osaka,TV Show,2021-07-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
The Beguiled,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,528.6090451195126,6.3
The Book of Henry,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.6
The Twilight Saga: Eclipse,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.1
The Twilight Saga: New Moon,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,4.8
Twilight,Movie,2021-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.3
A Perfect Fit,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.4
Emicida: AmarElo - Live in São Paulo,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,528.6090451195126,8.0
Lift Like a Girl,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528.6090451195126,7.7
Never Have I Ever,TV Show,2021-07-15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,7.8
The Unknown Saint,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.5
This Changes Everything,Movie,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
Gunpowder Milkshake,Movie,2021-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
Heist,TV Show,2021-07-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.0
Private Network: Who Killed Manuel Buendía?,Movie,2021-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
The Guide to the Perfect Family,Movie,2021-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.4
American Woman,Movie,2021-07-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.1
Ridley Jones,TV Show,2021-07-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,2.1
Born to Play,Movie,2021-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528.6090451195126,7.1
American Ultra,Movie,2021-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
Atypical,TV Show,2021-07-09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528.6090451195126,8.2
Biohackers,TV Show,2021-07-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,6.8
How to Become a Tyrant,TV Show,2021-07-09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.4
Last Summer,Movie,2021-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.9
Lethal Love,Movie,2021-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,4.4
The Cook of Castamar,TV Show,2021-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.4
Virgin River,TV Show,2021-07-09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.4
Back to Q82,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,4.3
Home Again,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.8
Midnight Sun,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.6
Rock the Kasbah,Movie,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,528.6090451195126,5.5
Awon Boyz,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.6
Brick Mansions,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.6
Cat People,TV Show,2021-07-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.5
Clash,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.0
Dogs,TV Show,2021-07-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.5
Major Grom: Plague Doctor,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.3
Mama Drama,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.3
The War Next-door,TV Show,2021-07-07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.7
Three Thieves,Movie,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
Ask the StoryBots,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.5
Between,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,528.6090451195126,5.9
Chelsea,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
Code Lyoko,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.3
Colony,TV Show,2021-07-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,6.5
Cuckoo,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.3
Good Morning Call,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.4
Har Kisse Ke Hisse: Kaamyaab,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.8
I Think You Should Leave with Tim Robinson,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.0
Kim's Convenience,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.2
Marcella,TV Show,2021-07-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
Midnight Diner: Tokyo Stories,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.4
My Little Pony: Friendship Is Magic,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.7
Orange Is the New Black,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,8.0
Richie Rich,TV Show,2021-07-06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.7
Scream,TV Show,2021-07-06,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,528.6090451195126,6.3
Si Doel the Movie 2,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.8
Some Assembly Required,TV Show,2021-07-06,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.1
Terrace House: Opening New Doors,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,7.8
The A List,TV Show,2021-07-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.5
The New Legends of Monkey,TV Show,2021-07-06,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,528.6090451195126,6.5
The Worst Witch,TV Show,2021-07-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.2
Truckbhar Swapna,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.1
Ujala,Movie,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.7
Undercover,TV Show,2021-07-06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.5
Workin' Moms,TV Show,2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.8
We the People,TV Show,2021-07-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,5.3
Grey's Anatomy,TV Show,2021-07-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,528.6090451195126,7.6
Big Timber,TV Show,2021-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,528.6090451195126,6.9
Haseen Dillruba,Movie,2021-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,6.9
Mortel,TV Show,2021-07-02,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.5
Snowpiercer,Movie,2021-07-02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,7.1
The 8th Night,Movie,2021-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,528.6090451195126,5.3
6 Bullets,Movie,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.6090451195126,6.0
